Chromosome,Start,End,Strand,P-RING1B,KO-RING1B,log2('P-RING1B' divided by 'KO-RING1B'),P-BMI,KO-BMI,log2('P-BMI' divided by 'KO-BMI'),P-SUZ12,KO-SUZ12,log2('P-SUZ12' divided by 'KO-SUZ12'),KO-MEL18,P-MEL18,log2('P-MEL18' divided by 'KO-MEL18'),P-H3K27Me3,KO-H3K27Me3,log2('P-H3K27Me3' divided by 'KO-H3K27Me3'),P-CBX4,KO-CBX4,log2('P-CBX4' divided by 'KO-CBX4'),P-CBX8,KO-CBX8,log2('P-CBX8' divided by 'KO-CBX8'),P-RYBP,KO-RYBP,log2('P-RYBP' divided by 'KO-RYBP'),Gene Name,Nearest Ensembl,,
chr17,48028470,48046003,+,10.01,4.50,1.15,12.63,6.39,0.98,17.38,5.20,1.74,9.57,6.92,-0.47,369.55,970.00,-1.39,11.34,3.53,1.68,9.32,11.07,-0.25,2.47,1.49,0.73,MIR152,ENSG00000207947,,
chr1,1055233,1075999,+,6.21,1.92,1.70,5.95,1.87,1.67,35.24,5.10,2.79,2.94,3.15,0.10,367.71,882.41,-1.26,9.97,1.51,2.72,3.63,3.68,-0.02,3.39,1.87,0.86,LOC100288175,ENSG00000217801,,
chr3,138934438,138952652,+,15.96,12.43,0.36,18.32,15.05,0.28,15.17,11.33,0.42,22.16,10.40,-1.09,367.49,1187.13,-1.69,14.38,9.04,0.67,16.10,33.37,-1.05,1.96,3.42,-0.80,LINC01391,ENSG00000244578,,
chr20,37404597,37426482,+,3.83,1.49,1.36,3.87,2.03,0.93,17.63,2.19,3.01,2.91,2.02,-0.53,366.45,1096.02,-1.58,4.98,1.71,1.54,2.53,3.12,-0.30,1.66,1.05,0.67,SRC,ENSG00000197122,,
chr7,74012476,74046052,+,7.18,2.58,1.48,7.57,2.79,1.44,24.91,2.00,3.64,4.10,4.88,0.25,362.68,738.82,-1.03,11.13,2.12,2.39,5.42,4.37,0.31,3.11,2.08,0.58,ELN,ENSG00000049540,,
chr5,140088949,140133511,+,51.35,24.16,1.09,60.59,31.72,0.93,37.10,5.54,2.74,53.37,38.07,-0.49,362.64,715.72,-0.98,58.04,19.07,1.61,48.06,68.39,-0.51,5.99,3.57,0.75,PURA,ENSG00000185129,,
chr16,1093503,1130135,+,5.52,1.61,1.77,4.79,1.64,1.55,20.95,3.32,2.66,2.68,2.73,0.03,361.77,1043.08,-1.53,7.36,1.14,2.69,2.94,2.96,-0.01,3.89,1.58,1.30,C1QTNF8,ENSG00000184471,,
chr2,44927229,44954956,+,6.35,4.64,0.45,6.32,5.28,0.26,10.04,11.63,-0.21,8.07,3.54,-1.19,360.54,1469.02,-2.03,5.39,3.58,0.59,5.36,16.63,-1.63,1.39,2.53,-0.87,SIX3-AS1,ENSG00000236502,,
chr1,154477310,154509765,+,18.84,7.28,1.37,26.60,11.41,1.22,16.39,6.02,1.45,19.11,15.49,-0.30,360.09,1839.41,-2.35,20.37,4.35,2.23,19.93,24.18,-0.28,2.31,1.38,0.74,SHE,ENSG00000169291,,
chr3,184370513,184386341,+,6.77,2.22,1.61,7.38,2.42,1.61,17.05,3.13,2.44,3.84,3.90,0.02,358.31,810.83,-1.18,6.68,1.85,1.85,5.26,4.70,0.16,1.72,1.20,0.52,THPO,ENSG00000090534,,
chr19,3016535,3043397,+,5.96,1.40,2.09,6.39,2.00,1.67,22.75,1.96,3.54,2.74,3.60,0.39,355.23,888.33,-1.32,9.35,1.13,3.04,4.86,3.03,0.68,3.10,1.74,0.84,TLE2,ENSG00000065717,,
chr1,110063625,110075918,+,13.70,11.76,0.22,14.84,14.18,0.07,12.70,8.61,0.56,19.61,7.60,-1.37,353.00,1240.24,-1.81,12.87,7.30,0.82,13.23,30.10,-1.19,2.05,1.73,0.24,ALX3,ENSG00000156150,,
chr20,62545194,62563834,+,2.29,1.38,0.73,1.85,2.10,-0.18,14.60,5.57,1.39,2.58,1.29,-1.00,352.42,1392.54,-1.98,2.45,1.71,0.52,1.37,3.49,-1.35,1.56,1.19,0.39,MIR1-1,ENSG00000199017,,
chr10,124439854,124462279,+,7.63,2.69,1.51,9.17,3.16,1.54,15.79,5.21,1.60,5.77,4.70,-0.30,347.02,1079.17,-1.64,9.06,1.92,2.24,7.13,8.10,-0.18,1.60,1.70,-0.08,NKX1-2,ENSG00000229544,,
chr17,80466821,80487735,+,4.32,3.69,0.23,4.03,2.90,0.47,19.54,6.29,1.64,4.12,2.02,-1.03,346.79,1110.11,-1.68,4.79,2.07,1.21,3.05,6.18,-1.02,3.53,4.61,-0.39,NPTX1,ENSG00000171246,,
chr15,40064968,40118337,+,9.23,2.52,1.87,9.56,2.92,1.71,14.21,1.46,3.28,5.09,5.78,0.18,346.16,871.28,-1.33,9.26,2.31,2.00,7.69,6.08,0.34,2.88,1.53,0.92,BMF,ENSG00000104081,,
chr17,81323649,81351812,+,7.73,2.45,1.66,7.67,2.92,1.39,17.65,3.98,2.15,3.97,5.21,0.39,344.83,918.14,-1.41,9.68,2.13,2.19,5.48,5.25,0.06,3.45,2.14,0.69,TMEM105,ENSG00000185332,,
chr6,89403542,89417939,+,17.46,2.76,2.66,21.91,4.12,2.41,23.75,2.25,3.40,7.16,11.75,0.71,343.78,517.97,-0.59,20.10,3.10,2.70,19.24,10.17,0.92,3.74,2.01,0.90,RRAGD,ENSG00000025039,,
chr17,48983320,49009305,+,30.33,19.60,0.63,42.32,27.87,0.60,15.32,7.15,1.10,45.80,26.76,-0.78,343.70,938.93,-1.45,30.28,14.76,1.04,33.39,56.46,-0.76,2.38,2.80,-0.23,IGF2BP1,ENSG00000159217,,
chr2,10069361,10088854,+,11.58,3.00,1.95,14.43,4.57,1.66,18.59,4.51,2.04,6.05,7.65,0.34,343.62,1021.67,-1.57,13.58,2.49,2.45,9.98,9.79,0.03,2.17,1.56,0.47,CYS1,ENSG00000205795,,
chr4,108160815,108176964,+,21.67,7.19,1.59,27.40,8.83,1.63,12.77,4.76,1.42,15.12,15.22,0.01,340.79,821.64,-1.27,20.89,5.21,2.00,24.00,23.96,0.00,2.52,2.29,0.14,LEF1,ENSG00000138795,,
chr1,205211105,205245529,+,19.77,4.28,2.21,27.80,5.66,2.30,33.93,3.30,3.36,9.77,16.01,0.71,340.16,512.08,-0.59,26.32,4.16,2.66,21.12,11.26,0.91,5.32,3.43,0.63,TMCC2,ENSG00000133069,,
chr5,135027047,135039423,+,17.72,15.45,0.20,19.02,17.88,0.09,13.89,12.45,0.16,28.20,10.80,-1.38,337.66,1477.26,-2.13,16.06,10.59,0.60,17.97,41.27,-1.20,2.56,2.74,-0.10,C5orf66,,,
chr17,76574367,76596104,+,5.76,2.68,1.10,7.19,3.06,1.23,16.37,4.57,1.84,4.20,3.50,-0.26,336.42,1099.76,-1.71,6.70,1.98,1.75,4.97,5.58,-0.17,1.74,1.87,-0.10,ST6GALNAC2,ENSG00000070731,,
chr9,136633271,136713850,+,3.35,1.04,1.69,3.29,1.30,1.35,21.18,1.58,3.74,1.85,1.63,-0.18,334.52,428.41,-0.36,4.45,0.93,2.27,1.61,1.32,0.28,2.42,0.92,1.40,MIR126,ENSG00000199161,,
chr19,49412519,49444532,+,3.34,1.47,1.18,3.74,1.74,1.11,16.07,3.63,2.14,2.42,1.94,-0.32,333.30,1097.18,-1.72,4.86,1.08,2.18,2.29,2.92,-0.35,1.95,1.30,0.59,GFY,ENSG00000261949,,
chr17,81369122,81394813,+,7.46,2.63,1.50,6.73,2.43,1.47,17.46,2.21,2.98,3.44,4.12,0.26,331.90,650.68,-0.97,8.89,2.26,1.98,3.88,2.95,0.39,2.81,1.59,0.82,LOC100130370,,,
chr1,46481039,46494738,+,8.22,8.97,-0.13,9.65,11.07,-0.20,13.97,7.32,0.93,13.48,4.74,-1.51,329.11,1442.84,-2.13,8.49,5.47,0.63,8.51,20.16,-1.24,1.84,1.64,0.17,DMBX1,ENSG00000197587,,
chr16,1015610,1032150,+,4.69,2.39,0.97,4.62,2.20,1.07,22.68,2.62,3.12,3.17,2.70,-0.23,327.87,685.59,-1.06,6.38,2.28,1.48,2.55,4.21,-0.72,6.18,2.97,1.06,SOX8,ENSG00000005513,,
chr11,69006590,69015609,+,4.78,1.63,1.55,4.98,2.22,1.16,16.75,2.38,2.82,2.63,2.64,0.01,327.58,416.85,-0.35,5.07,1.66,1.61,3.14,3.96,-0.34,3.55,1.95,0.87,MRGPRF-AS1,ENSG00000256508,,
chr16,88677659,88695787,+,5.29,1.92,1.46,6.26,2.58,1.28,23.14,4.24,2.45,3.45,3.46,0.00,327.52,902.22,-1.46,7.89,1.95,2.02,4.13,4.59,-0.15,3.23,1.76,0.87,SNAI3,ENSG00000185669,,
chr4,76888988,76903322,+,17.21,2.18,2.98,22.26,3.50,2.67,14.02,2.33,2.59,5.19,11.75,1.18,324.69,679.99,-1.07,17.24,2.20,2.97,16.79,7.06,1.25,2.42,1.40,0.79,SOWAHB,ENSG00000186212,,
chr11,10293165,10315110,+,18.31,2.45,2.90,20.85,3.55,2.55,22.91,2.21,3.37,4.63,11.75,1.34,323.36,310.68,0.06,21.64,2.26,3.26,18.88,6.62,1.51,3.99,2.19,0.87,ADM,ENSG00000148926,,
chr2,27249085,27275623,+,7.58,4.01,0.92,7.88,4.62,0.77,16.51,5.30,1.64,6.89,4.23,-0.70,322.32,1037.50,-1.69,7.80,2.65,1.56,6.09,8.78,-0.53,2.41,2.42,0.00,SLC30A3,ENSG00000115194,,
chr22,50474153,50486321,+,5.18,1.66,1.64,5.86,1.83,1.67,23.29,2.39,3.28,2.78,2.87,0.05,322.02,519.71,-0.69,7.21,1.76,2.03,2.89,3.36,-0.22,4.02,1.50,1.42,ADM2,ENSG00000128165,,
chr5,115168626,115183899,+,23.65,3.73,2.66,31.68,5.09,2.64,17.05,2.64,2.69,8.74,19.14,1.13,320.87,599.91,-0.90,28.09,2.94,3.26,26.54,14.77,0.85,3.86,1.66,1.22,TRIM36,ENSG00000152503,,
chr1,109449793,109476618,+,16.58,3.54,2.23,23.22,5.83,1.99,18.06,3.16,2.52,10.09,12.24,0.28,319.96,786.08,-1.30,18.29,3.21,2.51,16.61,11.95,0.47,2.43,1.25,0.96,SYPL2,ENSG00000143028,,
chr12,53745488,53758869,+,6.45,3.56,0.86,7.12,4.03,0.82,14.82,3.68,2.01,6.44,4.68,-0.46,319.28,477.20,-0.58,7.11,2.81,1.34,5.58,6.19,-0.15,1.68,2.31,-0.46,CISTR,ENSG00000260492,,
chr19,55348126,55382843,+,3.49,1.56,1.16,3.66,1.52,1.27,15.82,2.63,2.59,2.93,1.81,-0.69,316.76,892.45,-1.49,4.56,1.84,1.31,2.05,3.76,-0.87,1.51,1.37,0.14,FAM71E2,ENSG00000180043,,
chr16,73039618,73074478,+,28.67,8.11,1.82,38.74,11.28,1.78,22.30,4.50,2.31,21.57,22.94,0.09,315.61,523.73,-0.73,34.13,8.48,2.01,35.04,32.91,0.09,4.81,3.41,0.50,ZFHX3,ENSG00000140836,,
chr22,49825888,49853653,+,12.00,1.79,2.74,16.54,3.07,2.43,19.64,2.87,2.78,4.53,8.10,0.84,312.86,517.15,-0.73,15.11,1.63,3.21,10.72,5.48,0.97,2.92,1.29,1.18,BRD1,ENSG00000100425,,
chr19,18592248,18616938,+,3.19,1.21,1.40,3.20,1.23,1.38,20.32,3.68,2.46,2.22,1.58,-0.50,311.08,906.27,-1.54,5.16,1.06,2.28,1.70,2.66,-0.64,2.06,1.47,0.48,CRLF1,ENSG00000006016,,
chr16,88864796,88879958,+,3.55,1.47,1.27,3.87,2.30,0.75,16.45,4.51,1.87,3.28,2.15,-0.61,309.04,1159.38,-1.91,5.28,1.71,1.63,2.36,3.43,-0.54,1.44,1.06,0.43,PABPN1L,ENSG00000205022,,
chr11,65779826,65832188,+,6.10,1.50,2.02,8.32,2.49,1.74,15.56,3.86,2.01,3.60,4.17,0.21,307.99,940.10,-1.61,7.08,1.34,2.41,5.16,4.80,0.10,2.11,0.70,1.60,OVOL1-AS1,ENSG00000255120,,
chr21,42055915,42075837,+,9.91,2.01,2.30,13.05,2.89,2.18,15.25,1.80,3.08,4.03,7.08,0.81,307.70,659.95,-1.10,12.07,1.96,2.63,8.94,5.43,0.72,3.12,1.43,1.13,UMODL1,ENSG00000177398,,
chr1,24909353,24934564,+,11.28,7.62,0.57,13.54,9.93,0.45,12.37,4.90,1.34,15.45,7.09,-1.12,306.41,1643.66,-2.42,11.66,5.09,1.20,10.74,19.07,-0.83,2.12,1.35,0.65,MIR6731,ENSG00000278034,,
chr14,74237494,74248820,+,12.12,9.30,0.38,13.55,12.71,0.09,10.07,3.77,1.42,20.37,7.22,-1.50,304.34,929.81,-1.61,12.53,7.52,0.74,11.89,21.31,-0.84,1.42,1.30,0.13,VSX2,ENSG00000119614,,
chr15,98613837,98648312,+,35.06,8.16,2.10,46.89,12.65,1.89,13.56,2.77,2.29,21.63,31.87,0.56,300.86,831.89,-1.47,34.16,5.77,2.56,38.76,23.49,0.72,3.10,1.07,1.53,IGF1R,ENSG00000140443,,
chr10,22335187,22357454,+,62.40,8.96,2.80,91.02,14.20,2.68,23.07,4.34,2.41,25.77,65.71,1.35,300.13,773.45,-1.37,76.55,8.92,3.10,79.39,36.50,1.12,6.24,2.07,1.60,SPAG6,ENSG00000077327,,
chr12,4262292,4277378,+,40.94,13.15,1.64,50.23,17.32,1.54,27.68,3.93,2.82,30.15,32.22,0.10,299.87,496.03,-0.73,50.78,12.43,2.03,45.14,37.27,0.28,7.66,6.06,0.34,CCND2,ENSG00000118971,,
chr17,44961993,44982108,+,5.13,2.65,0.95,5.31,3.20,0.73,19.29,2.70,2.84,3.99,3.19,-0.33,299.36,691.02,-1.21,6.74,2.00,1.75,3.49,4.79,-0.46,2.82,2.49,0.18,C1QL1,ENSG00000131094,,
chr8,71546232,71566610,+,63.82,7.16,3.16,85.35,9.88,3.11,14.27,1.79,3.00,15.69,57.44,1.87,299.26,137.39,1.12,67.51,6.19,3.45,83.13,18.14,2.20,3.85,2.21,0.80,EYA1,ENSG00000104313,,
chr19,1279500,1326539,+,6.26,1.08,2.53,6.96,1.78,1.96,23.71,1.07,4.47,1.96,4.07,1.05,297.75,120.51,1.30,10.45,1.32,2.98,5.02,2.04,1.30,2.10,1.42,0.56,EFNA2,ENSG00000099617,,
chr17,61449225,61463664,+,6.98,11.33,-0.70,8.33,13.98,-0.75,9.76,11.71,-0.26,22.34,5.00,-2.16,294.23,1762.49,-2.58,7.01,7.91,-0.17,6.23,31.46,-2.34,1.74,2.74,-0.65,TBX4,ENSG00000121075,,
chr4,1043432,1065448,+,3.99,1.75,1.19,4.88,2.86,0.77,11.95,3.00,1.99,3.54,2.39,-0.57,292.58,857.45,-1.55,4.75,1.35,1.81,3.42,3.96,-0.21,1.37,0.95,0.53,FGFRL1,ENSG00000127418,,
chr1,1166741,1182920,+,2.46,1.25,0.97,2.50,1.55,0.69,16.22,2.50,2.70,2.55,1.36,-0.90,292.37,1015.09,-1.80,3.47,1.27,1.46,1.17,3.34,-1.52,1.59,1.22,0.38,TTLL10,ENSG00000162571,,
chr6,150004899,150018714,+,13.03,4.53,1.52,18.06,6.94,1.38,14.65,3.98,1.88,10.86,9.77,-0.15,291.75,1061.83,-1.86,15.31,3.63,2.08,13.07,14.01,-0.10,2.77,1.45,0.94,RAET1K,ENSG00000218358,,
chr16,86502664,86515072,+,5.06,5.47,-0.11,4.34,5.33,-0.30,13.04,13.37,-0.04,8.59,2.44,-1.82,291.58,1564.91,-2.42,4.63,2.95,0.65,3.71,12.32,-1.73,2.22,2.62,-0.24,FENDRR,ENSG00000268388,,
chr9,126513945,126536770,+,11.96,1.91,2.64,14.51,3.24,2.16,8.38,2.00,2.07,4.64,7.54,0.70,291.11,768.05,-1.40,9.89,1.58,2.65,11.60,7.18,0.69,1.49,0.73,1.02,LMX1B,ENSG00000136944,,
chr9,126606818,126630080,+,4.41,2.43,0.86,4.87,2.88,0.76,10.04,5.41,0.89,4.08,2.61,-0.65,287.89,930.36,-1.69,4.41,1.68,1.39,4.92,7.60,-0.63,1.35,1.24,0.11,LMX1B,ENSG00000136944,,
chr16,81426318,81445750,+,13.99,3.26,2.10,19.29,4.69,2.04,22.33,2.61,3.10,7.99,10.27,0.36,287.34,650.12,-1.18,20.90,3.55,2.56,14.43,10.75,0.43,3.57,2.32,0.62,CMIP,ENSG00000153815,,
chr16,85519792,85540607,+,6.49,2.57,1.34,7.47,3.03,1.30,17.43,2.46,2.83,4.28,4.01,-0.09,284.80,722.85,-1.34,8.08,2.33,1.79,4.80,5.39,-0.17,2.91,1.80,0.70,GSE1,ENSG00000131149,,
chr15,52790102,52809441,+,9.76,8.38,0.22,12.40,10.70,0.21,9.24,9.68,-0.07,17.39,6.29,-1.47,283.24,1425.29,-2.33,9.42,5.48,0.78,10.44,28.65,-1.46,1.63,1.68,-0.04,ONECUT1,ENSG00000169856,,
chr16,84902797,84921004,+,6.15,2.27,1.44,7.58,3.74,1.02,12.01,2.75,2.13,5.19,4.46,-0.22,283.23,1277.03,-2.17,6.52,1.94,1.75,5.00,7.26,-0.54,1.71,1.09,0.65,CRISPLD2,ENSG00000103196,,
chr6,119341163,119358122,+,41.61,5.55,2.91,55.49,9.32,2.57,18.40,2.49,2.89,15.25,32.66,1.10,279.29,420.23,-0.59,43.04,4.75,3.18,48.27,22.67,1.09,5.79,2.60,1.15,MAN1A1,ENSG00000111885,,
chr2,63048871,63068172,+,34.37,8.13,2.08,40.59,11.86,1.78,15.37,1.89,3.02,19.77,25.43,0.36,279.07,230.56,0.28,36.78,7.56,2.28,34.86,25.69,0.44,3.62,4.15,-0.20,OTX1,ENSG00000115507,,
chr1,75125973,75145016,+,21.14,14.27,0.57,28.35,19.28,0.56,9.37,8.59,0.13,28.77,16.78,-0.78,278.34,984.50,-1.82,19.71,10.86,0.86,24.81,48.44,-0.97,1.81,1.97,-0.12,LHX8,ENSG00000162624,,
chr17,68180881,68207413,+,7.66,2.01,1.93,9.84,2.92,1.75,14.95,4.25,1.81,4.36,5.60,0.36,278.24,790.88,-1.51,10.30,1.86,2.47,6.30,5.23,0.27,2.17,1.45,0.58,ARHGAP27P2,,,
chr19,47012151,47036655,+,3.94,1.61,1.29,4.67,2.70,0.79,22.17,3.31,2.74,3.11,2.35,-0.40,278.10,755.21,-1.44,6.27,1.42,2.14,3.03,3.60,-0.25,1.99,1.17,0.77,NPAS1,ENSG00000130751,,
chr17,76540512,76556007,+,6.35,2.02,1.65,8.22,2.97,1.47,22.58,2.97,2.93,3.56,5.34,0.59,276.10,662.79,-1.26,10.93,1.77,2.63,6.20,4.97,0.32,3.05,1.68,0.86,PRCD,ENSG00000214140,,
chr17,81293421,81322455,+,6.03,1.84,1.71,5.87,2.65,1.15,11.54,3.30,1.80,3.30,3.43,0.05,275.84,1188.41,-2.11,6.02,1.70,1.82,3.06,3.71,-0.27,2.16,1.37,0.66,LINC00482,,,
chr11,44300817,44317214,+,5.66,2.36,1.26,6.51,3.07,1.08,10.49,6.28,0.74,3.94,3.20,-0.30,273.87,806.91,-1.56,5.47,1.81,1.59,6.17,8.63,-0.48,1.48,1.02,0.53,ALX4,ENSG00000052850,,
chr1,90704972,90735261,+,14.55,8.35,0.80,16.30,9.94,0.71,12.28,7.06,0.80,14.66,9.85,-0.57,273.56,930.38,-1.77,13.73,5.68,1.27,12.70,23.44,-0.88,2.22,3.33,-0.58,BARHL2,ENSG00000143032,,
chr6,10402375,10418986,+,11.40,9.63,0.24,15.14,12.89,0.23,18.58,9.79,0.92,20.80,8.08,-1.36,272.89,801.85,-1.55,14.25,8.52,0.74,12.27,30.94,-1.33,4.45,3.60,0.31,TFAP2A-AS1,,,
chr4,174194891,174224497,+,22.58,4.24,2.41,30.79,6.60,2.22,9.37,2.45,1.93,10.63,19.17,0.85,271.97,552.23,-1.02,20.59,3.31,2.64,23.41,17.91,0.39,2.19,0.95,1.21,LINC02268,ENSG00000248174,,
chr11,67365644,67377347,+,6.97,1.85,1.91,5.53,2.46,1.17,25.05,4.62,2.44,3.26,4.08,0.32,271.75,887.43,-1.71,8.90,2.51,1.83,3.78,3.84,-0.02,8.01,1.80,2.15,CLCF1,ENSG00000175505,,
chr2,20654904,20675641,+,4.62,2.70,0.78,4.62,3.29,0.49,14.22,7.06,1.01,4.07,2.53,-0.69,271.53,1196.06,-2.14,4.56,1.62,1.49,4.07,7.23,-0.83,1.36,1.88,-0.47,GDF7,ENSG00000143869,,
chr7,121325229,121340436,+,30.85,2.10,3.88,52.65,4.01,3.71,13.34,2.03,2.72,5.70,32.77,2.52,270.61,419.63,-0.63,37.60,2.58,3.87,42.95,8.20,2.39,3.00,0.96,1.65,WNT16,ENSG00000002745,,
chr17,49961027,49983629,+,3.19,4.04,-0.34,3.27,3.89,-0.25,13.50,11.16,0.28,5.26,1.74,-1.60,270.37,1671.85,-2.63,3.52,2.47,0.51,2.33,8.18,-1.81,1.95,1.76,0.15,DLX4,ENSG00000108813,,
chr12,85270820,85292823,+,32.63,11.71,1.48,46.65,19.91,1.23,12.00,3.76,1.68,31.06,29.86,-0.06,270.16,604.59,-1.16,34.01,8.94,1.93,39.75,43.56,-0.13,2.85,1.69,0.76,ALX1,ENSG00000180318,,
chr2,201795437,201824740,+,21.39,3.24,2.72,34.16,5.29,2.69,17.62,1.52,3.53,9.49,20.08,1.08,269.60,509.63,-0.92,30.06,3.32,3.18,28.65,14.29,1.00,2.51,1.15,1.13,CDK15,ENSG00000138395,,
chr17,15337289,15352513,+,12.90,3.97,1.70,18.12,6.68,1.44,14.60,2.80,2.38,10.55,10.98,0.06,269.53,682.85,-1.34,16.16,3.81,2.08,14.90,14.44,0.04,2.27,2.37,-0.06,TEKT3,ENSG00000125409,,
chr1,205560799,205584185,+,4.02,2.04,0.98,5.67,3.36,0.75,14.89,4.07,1.87,4.49,2.79,-0.69,267.34,1613.85,-2.59,5.37,1.86,1.53,3.29,4.58,-0.48,1.86,1.53,0.27,LOC284578,,,
chr1,886339,908431,+,8.45,2.71,1.64,13.81,4.98,1.47,14.15,3.59,1.98,7.44,7.43,0.00,266.12,1077.75,-2.02,11.31,2.28,2.31,8.41,9.48,-0.17,2.52,1.33,0.93,FAM41C,ENSG00000230368,,
chr19,18767315,18800145,+,3.39,1.37,1.31,3.49,1.61,1.12,14.74,2.86,2.36,2.53,1.72,-0.56,265.73,768.61,-1.53,4.41,1.10,2.00,2.14,2.86,-0.42,2.45,1.06,1.22,COMP,ENSG00000105664,,
chr12,57471583,57483886,+,2.92,2.11,0.47,4.05,2.72,0.57,12.86,4.28,1.59,3.86,1.82,-1.08,263.57,1232.54,-2.23,3.80,1.73,1.13,2.52,4.28,-0.76,1.98,1.89,0.07,ARHGAP9,ENSG00000123329,,
chr8,10726655,10734899,+,7.56,3.29,1.20,8.50,4.19,1.02,11.25,6.07,0.89,6.15,4.19,-0.55,262.45,823.24,-1.65,6.95,2.72,1.35,7.79,10.43,-0.42,1.58,1.68,-0.09,SOX7,ENSG00000171056,,
chr22,37510561,37528780,+,5.90,1.92,1.62,6.40,2.62,1.29,22.56,3.00,2.91,2.74,3.47,0.34,262.22,906.13,-1.79,7.10,1.39,2.35,4.26,4.05,0.07,2.53,1.38,0.88,CARD10,ENSG00000100065,,
chr3,150332139,150352937,+,32.41,3.45,3.23,49.65,5.58,3.15,14.53,1.44,3.33,9.52,28.49,1.58,262.06,490.97,-0.91,35.71,3.47,3.36,40.04,14.23,1.49,2.61,0.87,1.59,LINC01214,,,
chr9,132154636,132170512,+,7.45,2.26,1.72,9.51,2.89,1.72,16.81,3.27,2.36,4.11,4.85,0.24,260.71,766.32,-1.56,8.94,1.64,2.45,7.20,6.54,0.14,1.94,1.64,0.25,NTNG2,ENSG00000196358,,
chr16,85273542,85303340,+,5.31,3.21,0.73,5.96,2.96,1.01,15.64,3.27,2.26,5.11,3.40,-0.58,259.56,847.46,-1.71,6.44,2.48,1.37,3.99,5.61,-0.49,2.69,3.11,-0.21,LINC00311,ENSG00000179219,,
chr20,3231633,3250928,+,3.84,2.45,0.65,4.88,2.92,0.74,17.99,4.80,1.90,4.17,2.21,-0.92,258.63,1182.00,-2.19,5.60,1.54,1.86,3.19,4.45,-0.48,2.41,1.80,0.42,SLC4A11,ENSG00000088836,,
chr1,167449133,167461859,+,19.31,5.70,1.76,23.56,7.20,1.71,16.69,3.11,2.43,10.53,13.12,0.32,256.94,931.54,-1.86,18.76,4.39,2.09,19.22,14.20,0.44,3.65,2.21,0.72,CD247,ENSG00000198821,,
chr19,2484343,2508367,+,7.23,1.81,2.00,8.62,2.89,1.58,27.05,2.06,3.72,2.58,4.98,0.95,256.77,671.16,-1.39,12.48,1.54,3.02,5.87,3.81,0.62,3.53,1.69,1.06,GADD45B,ENSG00000099860,,
chr12,120367076,120390029,+,10.13,1.55,2.71,15.21,2.39,2.67,18.50,1.37,3.76,3.61,8.27,1.19,256.30,241.78,0.08,16.08,1.48,3.44,10.49,3.58,1.55,2.82,1.71,0.73,MSI1,ENSG00000135097,,
chr4,93804920,93841001,+,19.56,1.59,3.62,28.14,2.12,3.73,14.45,1.27,3.51,3.80,18.00,2.24,255.96,327.05,-0.35,21.10,1.62,3.70,20.72,4.90,2.08,2.78,0.87,1.68,ATOH1,ENSG00000172238,,
chr14,56806033,56816629,+,18.51,11.55,0.68,25.11,18.47,0.44,7.62,7.44,0.04,30.84,14.10,-1.13,254.20,798.06,-1.65,18.39,10.32,0.83,19.42,44.22,-1.19,1.61,1.46,0.14,OTX2-AS1,ENSG00000248550,,
chr7,951090,966001,+,4.33,1.73,1.32,4.79,2.19,1.13,17.57,3.07,2.51,2.22,2.54,0.20,254.14,692.23,-1.45,5.23,1.42,1.88,2.92,3.99,-0.45,2.72,1.68,0.70,ADAP1,ENSG00000105963,,
chr1,934998,945055,+,7.25,3.82,0.92,5.10,3.24,0.65,24.43,5.99,2.03,3.74,3.67,-0.03,253.75,733.81,-1.53,8.15,2.32,1.81,3.04,3.79,-0.32,6.18,3.79,0.71,SAMD11,ENSG00000187634,,
chr1,3650132,3663780,+,4.59,1.99,1.20,5.67,2.47,1.20,11.41,4.85,1.23,4.28,3.23,-0.41,252.87,944.15,-1.90,5.75,1.68,1.78,3.85,6.24,-0.70,2.01,1.42,0.50,TP73,ENSG00000078900,,
chr17,79017802,79035959,+,2.99,2.29,0.38,3.96,2.59,0.61,12.49,4.44,1.49,3.62,2.21,-0.71,251.91,1350.22,-2.42,4.26,1.77,1.27,2.42,4.48,-0.89,2.05,1.38,0.57,C1QTNF1-AS1,ENSG00000265096,,
chr19,5844625,5862851,+,6.80,2.09,1.70,8.12,3.20,1.34,14.72,2.11,2.80,4.30,4.61,0.10,250.96,916.51,-1.87,9.31,1.93,2.27,5.54,5.16,0.10,1.96,1.02,0.94,FUT3,ENSG00000171124,,
chr1,9194262,9207666,+,6.84,1.74,1.97,8.27,2.76,1.58,10.67,4.15,1.36,4.03,3.88,-0.05,250.30,1122.26,-2.16,6.43,1.88,1.77,6.14,5.39,0.19,2.13,1.19,0.85,MIR34AHG,ENSG00000228526,,
chr5,138470627,138497252,+,10.13,1.42,2.84,14.83,3.09,2.26,13.48,1.63,3.05,4.46,7.49,0.75,248.47,506.10,-1.03,12.85,1.80,2.84,9.74,4.89,0.99,2.15,1.12,0.94,EGR1,ENSG00000120738,,
chr12,109544583,109557029,+,7.59,1.66,2.19,10.49,2.53,2.05,17.16,2.41,2.83,4.57,5.07,0.15,246.76,741.57,-1.59,10.58,1.47,2.85,7.73,5.75,0.43,1.42,1.23,0.21,MMAB,ENSG00000139428,,
