ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-001059,DL,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,
ACH-001060,DL-40,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Negative,ALCLALKN
ACH-001061,DLD-1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001063,DOV13,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001064,EB-2,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-001065,Evsa-T,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-001066,EWS-834,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001067,F5,CNS/Brain,Meningothelial Tumor,Meningioma,MNG
ACH-001068,FE-PD,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Negative,ALCLALKN
ACH-001071,GLC-82,Cervix,Cervical Adenocarcinoma,Endocervical Adenocarcinoma,ECAD
ACH-001072,GR-M,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001075,NCI-H292,Lung,Non-Small Cell Lung Cancer,Mucoepidermoid Carcinoma of the Lung,LUMEC
ACH-001079,HCC1897,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-001081,HCC2998,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001084,HCT-8,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001086,HeLa,Cervix,Cervical Adenocarcinoma,Endocervical Adenocarcinoma,ECAD
ACH-001087,HK-2,Kidney,Non-Cancerous,Immortalized Embyonic Kidney Cells,
ACH-001088,HLC-1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-001089,HLE,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-001090,HN,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001091,HRT18,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001093,Hs 604.T,Fibroblast,Non-Cancerous,Fibroblast,
ACH-001094,HTK-,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-001096,JR,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-001097,KARPAS-384,Lymphoid,Mature T and NK Neoplasms,Adult T-Cell Leukemia/Lymphoma,ATLL
ACH-001098,KCI-MOH1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001099,KD,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,
ACH-001100,KHYG-1,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NKCLL
ACH-001101,KLM-1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001106,KOPN-8,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001107,KP-1N,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001109,KP-MRT-RY,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT
ACH-001111,L82,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,ALCLALKP
ACH-001113,LC-1/sq-SF,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-001118,M059J,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001119,Mac-2A,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Negative,ALCLALKN
ACH-001121,MEC2,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,CLLSLL
ACH-001122,MKL-1,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001123,MKL-2,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001125,MOG-G-CCM,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,AASTR
ACH-001126,MOG-G-UVW,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,AASTR
ACH-001127,MOLT-4,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-001128,MON,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,
ACH-001129,MONO-MAC-1,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,AMOL
ACH-001130,MOTN-1,Lymphoid,Mature T and NK Neoplasms,T-Cell Large Granular Lymphocytic Leukemia,TLGL
ACH-001131,MS-1,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001132,MTA,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NKCLL
ACH-001134,MYLA,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,TLL
ACH-001136,NCI-H187,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001137,NCI-H1993,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-001138,NCI-H2141,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001142,NHAHTDD,CNS/Brain,Non-Cancerous,"Immortalized Epithelial Cells, CNS",
ACH-001143,NKL,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL),NKCLL
ACH-001144,OC315,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001145,OC 316,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001146,OCI-Ly10,Lymphoid,Mature B-Cell Neoplasms,Activated B-cell Type,ABC
ACH-001147,OCI-Ly12,Lymphoid,Mature T and NK Neoplasms,Follicular T-Cell Lymphoma,FTCL
ACH-001148,OCILY-132,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001150,OUMS-27,Bone,Chondrosarcoma,Chondrosarcoma,CHS
ACH-001151,OVCAR-5,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-001162,PCM6,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-001163,CCLF_PEDS_0001_T,Kidney,Renal Cell Carcinoma,Renal Medullary Carcinoma,MRC
ACH-001164,CCLF_PEDS_0003_T,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,MFH
ACH-001170,PeTa,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001171,PL45,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001172,U-251 MG DM,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-001175,RCC-4,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-001182,RPMI 6666,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001183,RT112/84,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001184,SCMC-RM2,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-001188,SH-SY5Y,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001189,SJRH-30,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,ARMS
ACH-001190,SK-MEL-2,Skin,Melanoma,Melanoma,MEL
ACH-001192,SK-NEP-1,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001193,SK-PN-DW,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001194,SK-RC-31,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-001196,SMS-CTR,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,ERMS
ACH-001197,SMZ-1,Lymphoid,Non-Hodgkin Lymphoma,Mature T and NK Neoplasms,MTNN
ACH-001198,SNB19,CNS/Brain,Diffuse Glioma,Astrocytoma,ASTR
ACH-001199,SNUC2B,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001200,STM91-01,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT
ACH-001201,SU-MB-002,CNS/Brain,Embryonal Tumor,Medulloblastoma,MBL
ACH-001203,SUP-HD1,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,HL
ACH-001205,TC-32,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001206,TTC-466,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001207,TIG-3 TD,Fibroblast,Non-Cancerous,"Fibroblast, Lung",
ACH-001208,TK-10,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-001210,TTC-1240,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT
ACH-001211,TTC-549,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,
ACH-001212,TTC-642,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,
ACH-001214,U-138 MG,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001224,UM-RC-2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,CCRCC
ACH-001225,UM-RC-6,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-001227,UPCI-SCC-090,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001228,UPCI-SCC-152,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001229,UPCI-SCC-154,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001230,UT-7,Myeloid,Acute Myeloid Leukemia,Acute Megakaryoblastic Leukemia,AMKL
ACH-001232,UW228,CNS/Brain,Embryonal Tumor,Medulloblastoma,MBL
ACH-001233,VMRC-LCD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-001234,VMRC-LCP,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-001239,WM-266-4,Skin,Melanoma,Melanoma,MEL
ACH-001249,YMB-1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001270,1273/99,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-001272,Fuji,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-001274,SW982,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-001275,SYO1,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-001277,Yamato,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-001278,BIN-67,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,SCCO
ACH-001279,SCCOHT-1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,SCCO
ACH-001280,SCS-214,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-001282,CHLA-258,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001283,TC-106,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001289,COG-AR-359,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,ATRT
ACH-001295,Y-79,Eye,Retinoblastoma,Retinoblastoma,RBL
ACH-001300,CHLA-15,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001301,COG-N-278,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001302,COG-N-305,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001303,NB-1643,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001306,8305C,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-001307,8505C,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-001310,HA1E,Kidney,Non-Cancerous,Immortalized Embyonic Kidney Cells,
ACH-001318,PLC/PRF/5,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,HCC
ACH-001321,TT,Thyroid,Medullary Thyroid Cancer,Medullary Thyroid Cancer,THME
ACH-001322,CME-1,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,SYNS
ACH-001328,A-431,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-001329,ANGM-CSS,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001331,BICR 10,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001332,BICR 78,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001333,C-33 A,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001334,C-4 I,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001335,C-4 II,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001336,Ca Ski,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001338,CHP-134,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001339,Colo 794,Skin,Melanoma,Cutaneous Melanoma,SKCM
ACH-001340,COV413A,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001341,DoTc2 4510,Cervix,Mixed Cervical Carcinoma,Mixed Cervical Carcinoma,MCCE
ACH-001344,GI-ME-N,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001345,GP5d,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001346,H103,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001347,H157,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001350,HTC-C3,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-001353,JOPACA-1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001354,LAN-2,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001355,LAN-6,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001356,MB-1,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-001357,MCF 10A,Breast,Non-Cancerous,Immortalized Breast Cells,
ACH-001358,MDA-MB-330,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-001359,ME-180,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001360,MS751,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001362,NCI-H1770,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-001363,NCI-H2135,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-001364,NCI-H345,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001365,NCI-H847,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001366,NGP,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001367,NMB,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001368,OAC-M5.1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001369,OCI-C5x,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV
ACH-001370,OCI-P5x,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001373,OV17R,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001374,PA-1 [PA1],Ovary/Fallopian Tube,Ovarian Germ Cell Tumor,Mixed Germ Cell Tumor,OMGCT
ACH-001375,PACADD-119,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001376,PACADD-135,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001377,PACADD-137,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001378,PACADD-159,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001379,PACADD-161,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001380,PACADD-165,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001382,PACADD-188,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001383,PWR-1E,Prostate,Non-Cancerous,Immortalized Prostate Cells,
ACH-001384,RO82-W-1,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,THFO
ACH-001385,RPMI 2650,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-001386,SCLC-22H,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001388,SUM-102PT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001389,SUM-1315MO2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001390,SUM-149PT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001391,SUM-159PT,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001392,SUM-185PE,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001393,SUM-190PT,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001394,SUM-229PE,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001395,SUM-44PE,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-001396,SUM-52PE,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001397,SUM225CWN,Breast,Invasive Breast Carcinoma,"Breast Invasive Cancer, NOS",BRCANOS
ACH-001398,SW 156,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-001399,SW 626,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001400,SW 954,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,VSC
ACH-001401,SW-13,Adrenal Gland,Adrenocortical Carcinoma,Adrenocortical Carcinoma,ACC
ACH-001402,SW756,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001403,TO14,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001407,UM-UC-13,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001408,UM-UC-14,Bladder/Urinary Tract,Urethral Cancer,Urethral Urothelial Carcinoma,UCU
ACH-001409,UM-UC-16,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001410,UM-UC-4,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001411,UM-UC-5,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,Bladder Squamous Cell Carcinoma,BLSC
ACH-001412,UM-UC-10,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001413,UM-UC-11,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001414,UM-UC-6,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001415,UM-UC7,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001416,UM-UC9,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001417,UMC-11,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,LUCA
ACH-001418,UWB1.289,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001419,VP229,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001421,WERI-Rb-1,Eye,Retinoblastoma,Retinoblastoma,RBL
ACH-001422,WPE1-NA22,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-001430,TC-138,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001431,TC-205,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001433,CCLF_PEDS_0008_T,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,EPIS
ACH-001437,1618-K,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-001438,1777N Rpmet,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-001441,92-1,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-001442,A388,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-001443,ASH-3,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-001450,BLUE-1,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-001451,BOKU,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001452,BONNA-12,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HCL
ACH-001453,BPH-1,Prostate,Non-Cancerous,"Hyperplasia, Prostate",
ACH-001454,C10,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001456,C125PM,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,COADREAD
ACH-001458,C75,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001459,C80,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-001460,C84,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001461,C99,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-001481,CHLA-90,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001484,CI,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001485,CII,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001489,COR-L32,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-001490,COR-L321,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-001494,EGI-1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,EHCH
ACH-001495,EMTOKA,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,UCS
ACH-001496,ESO26,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenocarcinoma of the Gastroesophageal Junction,GEJ
ACH-001497,ESO51,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001498,Farage,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,GCB
ACH-001500,FLO-1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001502,GCT-27,Testis,Non-Seminomatous Germ Cell Tumor,Teratoma,TT
ACH-001508,H314,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001509,H357,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001510,H376,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001511,H413,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001513,HCA-1,Cervix,Cervical Adenocarcinoma,Endocervical Adenocarcinoma,ECAD
ACH-001514,HCC1008,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001515,HCS-2,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001516,HCSC-1,Cervix,Cervical Adenocarcinoma,Endocervical Adenocarcinoma,ECAD
ACH-001517,HEC-1,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-001518,HEC-116,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-001519,H-EMC-SS,Bone,Chondrosarcoma,Extraskeletal Myxoid Chondrosarcoma,EMCHS
ACH-001520,HG-3,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001521,HKA-1,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-001522,HMY-1,Skin,Melanoma,Melanoma,MEL
ACH-001523,HSC-1,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-001524,HSC-5,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-001525,HT-3,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,CEAD
ACH-001526,HuO9,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-001528,IHH-4,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,THPA
ACH-001529,JAR,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,UCCA
ACH-001530,JEG-3,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,UCCA
ACH-001532,JMU-RTK-2,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT
